iter	RMSE
141	0.3430478384
142	0.342374308
143	0.341045421
144	0.3402447256
145	0.3379918938
146	0.3373120564
147	0.3358397807
148	0.3350044086
149	0.3337910122
150	0.3320708654
151	0.3307964946
152	0.3295606333
153	0.3289275477
154	0.3277448117
155	0.3267843894
156	0.326339474
157	0.3248597876
158	0.3240629473
159	0.323593942
160	0.3228788929
161	0.3223268672
162	0.3211252444
163	0.3200242174
164	0.3195048962
165	0.3186534857
166	0.3178266915
167	0.3172755044
168	0.3168730368
169	0.3164299341
170	0.3153105163
171	0.314679208
172	0.3139625684
173	0.3124246692
174	0.3108463808
175	0.309674283
176	0.3090217372
177	0.3078635051
178	0.3061592694
179	0.3057734656
180	0.304366389
181	0.3035346732
182	0.3031711893
183	0.3021812708
184	0.301117379
185	0.3006649974
186	0.2998889177
187	0.299099006
188	0.2976710889
189	0.2972924747
190	0.2968935018
191	0.295715931
192	0.2949134429
193	0.2938951493
194	0.2933292633
195	0.293032111
196	0.2922848301
197	0.2913689146
198	0.2901366674
199	0.2895414525
200	0.2886994184
201	0.287922692
202	0.2871721265
203	0.286706213
204	0.2861564344
205	0.2853170899
206	0.2847680128
207	0.2842906713
208	0.2837883411
209	0.283551185
210	0.28286933
211	0.2825566916
212	0.2817833695
213	0.2813989336
214	0.2801034542
215	0.2791927574
216	0.2786260479
217	0.2781134444
218	0.2773139447
219	0.2763987042
220	0.2755978093
221	0.2750145014
222	0.2743520401
223	0.2740677483
224	0.2729280316
225	0.2726035961
226	0.2718306802
227	0.2713623121
228	0.2703968669
229	0.269299051
230	0.2683966712
231	0.2675056127
232	0.2664434711
233	0.265529599
234	0.2651551685
235	0.2646384021
236	0.2640385868
237	0.2633281174
238	0.263048015
239	0.2624816015
240	0.2619497023
241	0.2615500427
242	0.2607597105
243	0.2605133283
244	0.260033073
245	0.2597609625
246	0.259462107
247	0.258978803
248	0.2586560493
249	0.2577665638
250	0.257491428
251	0.2568541616
252	0.2564003494
253	0.2560375913
254	0.2551205348
255	0.2546856548
256	0.2537636278
257	0.2532140455
258	0.2526951229
259	0.2519629042
260	0.2515397827
261	0.2509803023
262	0.2505074874
263	0.2500955161
264	0.2497596829
265	0.2493838115
266	0.2487081857
267	0.2479452147
268	0.2475273147
269	0.2472238545
270	0.2469257216
271	0.2461165593
272	0.2458014
273	0.2454474572
274	0.2449122452
275	0.2442516815
276	0.2435421493
277	0.2431410124
278	0.2429854544
279	0.2424927438
280	0.2418240677
281	0.2413945657
282	0.2411405502
283	0.240538398
284	0.2402688924
285	0.239830363
286	0.2395334041
287	0.2389494541
288	0.2384017939
289	0.2381101585
290	0.2379552629
291	0.2373604857
292	0.2368927145
293	0.2363233298
294	0.235959972
295	0.2357351015
296	0.2351810326
297	0.2349101266
298	0.2345027774
299	0.2342374695
300	0.2338050699
301	0.2335297837
302	0.2328155296
303	0.2323968669
304	0.2317802191
305	0.2315826839
306	0.2308094824
307	0.230141179
308	0.2297625888
309	0.2292194154
310	0.2287206145
311	0.228131965
312	0.2278651258
313	0.2271821986
314	0.2269964323
315	0.2265810463
316	0.2262231848
317	0.2259034816
318	0.2255602721
319	0.2252135124
320	0.2247950884
321	0.2246467992
322	0.2241713605
323	0.2240257349
324	0.2235151987
325	0.2229553877
326	0.2226479847
327	0.2222788068
328	0.2220743807
329	0.2219880856
330	0.2217174258
331	0.2212871966
332	0.2208394406
333	0.2203152308
334	0.2201538355
335	0.2196960498
336	0.2192019459
337	0.2190718043
338	0.218683943
339	0.2183019493
340	0.217953867
341	0.2176877929
342	0.21730865
343	0.2170131222
344	0.2164488635
345	0.2162975046
346	0.2159809742
347	0.2155191381
348	0.2151648033
349	0.2147721214
350	0.2146060362
351	0.2140687007
352	0.2137635558
353	0.2136613963
354	0.2133333271
355	0.2130330018
356	0.2128399255
357	0.2126150589
358	0.2122252205
359	0.2116760387
360	0.2114241318
361	0.210903719
362	0.2107798951
363	0.2104598395
364	0.2101089527
365	0.2097714783
366	0.2095303993
367	0.2090709729
368	0.2088969656
369	0.2085083218
370	0.2080532615
371	0.2078982467
372	0.2077602821
373	0.2073327725
374	0.2069419625
375	0.2065126566
376	0.2061026934
377	0.2057548557
378	0.2056191637
379	0.2051391128
380	0.2048422952
381	0.2047232464
382	0.2043543593
383	0.2042542707
384	0.2037921546
385	0.2034028185
386	0.2031366793
387	0.2029254278
388	0.2026153894
389	0.2023350048
390	0.2020881191
391	0.2018625178
392	0.2015067142
393	0.2013162126
394	0.200847585
395	0.2007250454
396	0.2005310823
397	0.2004545545
398	0.2002325296
399	0.1998781016
400	0.1994714068
401	0.1992564364
402	0.19889111
403	0.1987256554
404	0.1985898067
405	0.1982331215
406	0.198048012
407	0.197648963
408	0.1972850974
409	0.1970737821
410	0.1967703074
411	0.1964271076
412	0.1961224514
413	0.1958162255
414	0.1956946488
415	0.1952707119
416	0.1951014381
417	0.1949237528
418	0.1946694597
419	0.1944443528
420	0.194080138
421	0.193922861
422	0.1937371342
423	0.1935269485
424	0.1933235873
425	0.1932086703
426	0.1931452584
427	0.193041892
428	0.1927145598
429	0.192431897
430	0.1922015013
431	0.1919353296
432	0.1917767246
433	0.1916706822
434	0.1915607626
435	0.1914024499
436	0.1912574982
437	0.1909510879
438	0.1908227382
439	0.1905120475
440	0.1901451088
441	0.189987386
442	0.1896979373
443	0.1894682693
444	0.1891947267
445	0.1888434442
446	0.1885778971
447	0.1884525523
448	0.1881520027
449	0.187793296
450	0.1875382491
451	0.1871790387
452	0.1869640277
453	0.1866680194
454	0.1863519244
455	0.1861742756
456	0.1858550421
457	0.1856397934
458	0.185390794
459	0.1852596654
460	0.1851567999
461	0.1849378059
462	0.184647556
463	0.1845191873
464	0.1844345818
465	0.1841155918
466	0.1839753843
467	0.1838375752
468	0.1837846413
469	0.1835344122
470	0.1832882484
471	0.183042904
472	0.182849239
473	0.1827632316
474	0.1826615302
475	0.182545278
476	0.1822759402
477	0.182001286
478	0.1817818735
479	0.1816295268
480	0.1815287765
481	0.1813739067
482	0.1812670679
483	0.181174876
484	0.1809413089
485	0.1808504669
486	0.1805566593
487	0.1802221163
488	0.1799479065
489	0.1798137056
490	0.1795764162
491	0.1793065814
492	0.1790981878
493	0.1788023503
494	0.1787253706
495	0.1786406222
496	0.1785425311
497	0.1784550001
498	0.1783854124
499	0.1782972881
500	0.178056508
501	0.1779636414
502	0.1777657821
503	0.1775499385
504	0.1773635152
505	0.1772735359
506	0.1769627181
507	0.1768473458
508	0.1765612192
509	0.1763560447
510	0.1761384301
511	0.1760249132
512	0.1758930674
513	0.1755987489
514	0.1753343234
515	0.1751528923
516	0.1748607721
517	0.1746420998
518	0.1744053126
519	0.1742297909
520	0.174115628
521	0.1737783935
522	0.1735490645
523	0.1733447388
524	0.1731179856
525	0.1729554994
526	0.1727457137
527	0.1726525739
528	0.1724385796
529	0.1723414646
530	0.1721703129
531	0.1719709492
532	0.1717811427
533	0.1716088256
534	0.1714381799
535	0.171301116
536	0.171150716
537	0.1709342098
538	0.1708284093
539	0.1705947894
540	0.1704999768
541	0.1703838842
542	0.1702819223
543	0.1702387797
544	0.1701749416
545	0.1699631218
546	0.169776309
547	0.1697147604
548	0.1695304563
549	0.1693305217
550	0.1691224572
551	0.1690167504
552	0.1687394998
553	0.1685565507
554	0.1683799376
555	0.1682317304
556	0.1680196777
557	0.1677809628
558	0.1675639824
559	0.1674796355
560	0.1672582289
561	0.1671145657
562	0.1670477254
563	0.1668976843
564	0.1667428905
565	0.1665005023
566	0.1663654884
567	0.166213563
568	0.1661542576
569	0.1659957322
570	0.1657444865
571	0.1656556909
572	0.1654651014
573	0.1653697159
574	0.1653337542
575	0.1651713784
576	0.1650305974
577	0.1648920734
578	0.1648241313
579	0.1646740218
580	0.1645375797
581	0.1644797885
582	0.1642734899
583	0.164029985
584	0.1639461052
585	0.1638704865
586	0.1636823505
587	0.1634631291
588	0.1633480415
589	0.163191097
590	0.1630962315
591	0.1628460027
592	0.1627120338
593	0.1625499599
594	0.1624803759
595	0.1622932004
596	0.1622157441
597	0.1620149011
598	0.1619599658
599	0.1618935425
600	0.1616815781
601	0.1616130247
602	0.1614969471
603	0.1613070584
604	0.1610957495
605	0.1609925092
606	0.160812546
607	0.1607659513
608	0.1607138625
609	0.1605487346
610	0.1604197477
611	0.1602687808
612	0.1601227255
613	0.1600693788
614	0.1599652579
615	0.1599143165
616	0.1598367082
617	0.15975412
618	0.1595424729
619	0.1593705572
620	0.159251193
621	0.1591857414
622	0.1590481559
623	0.1588937194
624	0.1587785559
625	0.1586357198
626	0.1585016848
627	0.1584207312
628	0.1582639991
629	0.1581163899
630	0.1580762306
631	0.1579125867
632	0.1578103062
633	0.1577500112
634	0.1576895719
635	0.1575721209
636	0.1574380517
637	0.1573688954
638	0.1572161763
639	0.1570382998
640	0.1569658378
641	0.1568023658
642	0.156740855
643	0.1566447012
644	0.1564641892
645	0.1563629009
646	0.1562763354
647	0.1560870227
648	0.1559608216
649	0.1559222169
650	0.155849846
651	0.1557178793
652	0.1555418721
653	0.1554897949
654	0.1553609063
655	0.1551806639
656	0.1550737223
657	0.1550242503
658	0.1548523439
659	0.154821574
660	0.1546116148
661	0.1544599761
662	0.1543070255
663	0.1541721333
664	0.1540929401
665	0.1539682099
666	0.1538803179
667	0.1537661701
668	0.1537208645
669	0.1536698506
670	0.1535603231
671	0.1534030848
672	0.1532602291
673	0.1531778653
674	0.1531012423
675	0.153032226
676	0.1529461279
677	0.1528098689
678	0.1526491253
679	0.1524781185
680	0.1524283928
681	0.1523878166
682	0.1523463663
683	0.1522034886
684	0.1520430317
685	0.1518533225
686	0.1517531637
687	0.1516293323
688	0.1515191865
689	0.1514191812
690	0.1513449581
691	0.1512729746
692	0.1511734035
693	0.1510251304
694	0.1509695244
695	0.1509209854
696	0.1508880978
697	0.1508021618
698	0.1507018968
699	0.1505947775
700	0.1505410916
701	0.1504737626
702	0.1503607133
703	0.1502451571
704	0.1501257151
705	0.1501034618
706	0.1500176999
707	0.1499037373
708	0.1498179798
709	0.1497596149
710	0.1496676528
711	0.1495076204
712	0.149389773
713	0.1492982673
714	0.1492511922
715	0.1491556684
716	0.1490817315
717	0.1489450107
718	0.1488359137
719	0.1486876479
720	0.1486090553
721	0.1485211647
722	0.1484409833
723	0.1482924949
724	0.1482242665
725	0.1481626408
726	0.1480826703
727	0.1480369849
728	0.1479650793
729	0.1479442861
730	0.1478596018
731	0.147819189
732	0.1477628329
733	0.1476514473
734	0.1476165258
735	0.1475440023
736	0.1474454445
737	0.1473287149
738	0.1472405974
739	0.1471605867
740	0.1470913971
741	0.1470577103
742	0.1469694482
743	0.146887686
744	0.1468495597
745	0.1468198355
746	0.1467720759
747	0.146675691
748	0.1465890204
749	0.1464525884
750	0.1463649198
751	0.146300868
752	0.1462735199
753	0.1461886589
754	0.146054308
755	0.1459614011
756	0.1458671051
757	0.1458097773
758	0.1456953626
759	0.1455754867
760	0.1453358489
761	0.1452677983
762	0.1452475485
763	0.1450385022
764	0.1449752671
765	0.1449320048
766	0.1448900419
767	0.1448598077
768	0.1446751918
769	0.1445741885
770	0.144451025
771	0.1443459494
772	0.1443069963
773	0.144269969
774	0.1442536944
775	0.1441216583
776	0.1440856123
777	0.1440575524
778	0.1440133767
779	0.1439391077
780	0.1437912279
781	0.1436845222
782	0.143618538
783	0.1435795837
784	0.1434713593
785	0.1433403804
786	0.1432930803
787	0.1431953739
788	0.1431039479
789	0.1430220656
790	0.1429646158
791	0.1428790299
792	0.1427580421
793	0.1426942835
794	0.142676855
795	0.142596851
796	0.1425344671
797	0.1425025697
798	0.1424594589
799	0.1423646782
800	0.1422883878
801	0.1422359119
802	0.1421732057
803	0.1421060366
804	0.1420452388
805	0.1419956549
806	0.1418795628
807	0.1418043214
808	0.1417289885
809	0.1416863483
810	0.1415366638
811	0.1414627848
812	0.1413738812
813	0.1412720055
814	0.1412353462
815	0.1411148993
816	0.1410521352
817	0.1409923355
818	0.1409482447
819	0.1408801968
820	0.1408160334
821	0.14071255
822	0.140628924
823	0.140557677
824	0.1405105838
825	0.1404121277
826	0.140331752
827	0.1402672895
828	0.1401725623
829	0.1400917272
830	0.1400633342
831	0.1399685632
832	0.1398748119
833	0.1398175098
834	0.1397397415
835	0.1396991611
836	0.1395744168
837	0.13951429
838	0.1394639778
839	0.1394269876
840	0.1393519331
841	0.1392512005
842	0.1392310131
843	0.1391942993
844	0.139141604
845	0.1390361455
846	0.1389863718
847	0.1389368636
848	0.1388871783
849	0.1388552318
850	0.1387851765
851	0.1387300377
852	0.1386917868
853	0.1386433467
854	0.1385978884
855	0.1385275001
856	0.1384619546
857	0.1383888291
858	0.1383125532
859	0.1382041414
860	0.1381352516
861	0.1380788195
862	0.1380027221
863	0.13797548
864	0.1379323595
865	0.1379071309
866	0.1378690839
867	0.1378298303
868	0.1377372705
869	0.1376728391
870	0.1376136633
871	0.137574981
872	0.137553398
873	0.1375151917
874	0.1374972018
875	0.1374298534
876	0.1373956097
877	0.1373161353
878	0.1372711951
879	0.1372401685
880	0.1371556697
881	0.1370964976
882	0.1370619376
883	0.1369500261
884	0.136915167
885	0.136851776
886	0.1368039061
887	0.1367849809
888	0.1367583843
889	0.1366697088
890	0.13663663
891	0.1365991424
892	0.1365134938
893	0.1364770553
894	0.1364501444
895	0.1364304277
896	0.1363891969
897	0.1363185837
898	0.136234718
899	0.1361757419
900	0.1361010447
901	0.1360763989
902	0.1360122717
903	0.1359528616
904	0.1358547642
905	0.135822418
906	0.1357567453
907	0.1356724557
908	0.1355848757
909	0.1355541191
910	0.1354850913
911	0.1354639267
912	0.1354070014
913	0.1353369883
914	0.135300663
915	0.1352840639
916	0.1352277946
917	0.1351987771
918	0.1351666472
919	0.1351391289
920	0.1351237331
921	0.1350841781
922	0.1350401209
923	0.1350122206
924	0.1349436456
925	0.1349195971
926	0.1348691205
927	0.1347951064
928	0.1347730159
929	0.1347555302
930	0.1347414636
931	0.1347159638
932	0.1346267968
933	0.1345787942
934	0.134549639
935	0.134443355
936	0.1343955411
937	0.1343418658
938	0.1343167421
939	0.1342872114
940	0.1342261291
941	0.1341672056
942	0.134099442
943	0.1340655982
944	0.1340191251
945	0.1339535344
946	0.1338761531
947	0.1338351967
948	0.1337737441
949	0.133736563
950	0.1336528032
951	0.1335956257
952	0.1335438217
953	0.133520753
954	0.1334531397
955	0.1333982103
956	0.133339614
957	0.1333023548
958	0.1332576742
959	0.1331718144
960	0.1331293829
961	0.1330994346
962	0.1330648217
963	0.1330335066
964	0.1329923806
965	0.1329436442
966	0.132915449
967	0.1328979498
968	0.1328185249
969	0.1327220387
970	0.1326473585
971	0.1325746679
972	0.1325509197
973	0.132490961
974	0.1324213068
975	0.1323950163
976	0.1323503935
977	0.1323107025
978	0.1322213746
979	0.1321622958
980	0.1321144352
981	0.1320764368
982	0.132024547
983	0.1319606523
984	0.1318939426
985	0.1318707201
986	0.1318216462
987	0.1317643623
988	0.1316695776
989	0.1316278448
990	0.1315917628
991	0.1315610938
992	0.1315473648
993	0.1315024958
994	0.1314216528
995	0.1313664009
996	0.1313261635
997	0.1312804445
998	0.1312576544
999	0.1312330763
